database_key,simulation_name,binary_type,reference_bibkeys,id_code,id_type,id_mass,id_rest_mass,id_mass_ratio,id_ADM_mass,id_ADM_angularmomentum,id_gw_frequency_Hz,id_gw_frequency_Momega22,id_eos,id_kappa2T,id_Lambda,id_eccentricity,id_mass_starA,id_rest_mass_starA,id_spin_starA,id_LoveNum_kell_starA,id_Lambdaell_starA,id_mass_starB,id_rest_mass_starB,id_spin_starB,id_LoveNum_kell_starB,id_Lambdaell_starB,evolution_code,grid_refinement_levels,grid_refinement_levels_moving,grid_refinement_levels_npoints,grid_refinement_levels_moving_npoints,grid_spacing_min,grid_symmetries,grid_shells,grid_shells_radial_npoints,grid_shells_angular_npoints,grid_conservative_amr,subgrid_model,metric_scheme,metric_boundary_conditions,hydro_flux,hydro_reconstruction,hydro_atmosphere_level,hydro_atmosphere_factor,number_of_orbits,evolution_mol_scheme,eos_evolution_Gamma_thermal,neutrino_scheme,available_resolutions,NR_simulation_key,id_gw_NR_frequency_Hz,Hybrid_window_freq_Hz,TEOB_Lambda_starA,TEOB_Lambda_starB,TEOB_version,available_runs,id_eccentricity_3PN
BAM:0161:R01,H4_1.799_1.106_0.68_0.24_0.024_R01,BNS,Schianchi:2024vvi,SGRID,CRV,2.904468,3.20186,1.626835164616516,2.878556,8.711404,539.3019019055386,0.04847613,H4,158.8998,825.987796516762,0.01585680095882178,1.798777,2.01977,"-3.572088370881663e-12, -1.2780120752163414e-11, 0.675826070992542","0.06848631, 0.01795896, 0.006357057","135.53733752628864, 174.09445483969714, 215.61570836073176",1.105691,1.18209,"-7.139834661775595e-14, -7.293249301244965e-12, 0.243654492634735","0.1357275, 0.04135734, 0.01717718","3459.7781314477575, 14353.296517374418, 57975.10563272875",BAM14,6,2,192,96,12.287999999999998,box bitant,no,,,yes,no,Z4c,background radcentered,HO_LLF,WENOZ,1e-11,100.0,5.143174844476088,RK4,1.75,no,,,,,,,,,
BAM:0045:R01,H4_1.375_1.375_0.10_0.10_0.0348_0.167,BNS,Dietrich:2016lyp,SGRID,CRV,2.750880e+00,2.997056e+00,1.000000e+00,2.729056e+00,8.450801e+00,4.089524e+02,3.481559e-02,H4,1.862001e+02,9.930671e+02,1.031717e-02,1.375440e+00,1.498528e+00,"-2.563058e-12, 5.232204e-15, 1.892327e-01","1.127400e-01, 3.272000e-02, 1.294000e-02","9.930671e+02, 2.565314e+03, 6.450008e+03",1.375440e+00,1.498528e+00,"-2.563058e-12, 5.232204e-15, 1.892327e-01","1.127400e-01, 3.272000e-02, 1.294000e-02","9.930671e+02, 2.565314e+03, 6.450008e+03",bam_14.07,7,4,192,108,1.666667e-01,bitant,yes,192,96,yes,,Z4c,background,LLF,WENOZ,1.000000e-11,1.000000e+02,12.5312156415,RungeKutta4,1.75,,,,,,,,,,
Hyb:0011,SLy_1.527_1.222_0.00_0.00_0.0346,BNS,Dietrich:2017feu,SGRID,CRV,2.750018e+00,3.057232e+00,1.250009e+00,2.728071e+00,7.933857e+00,29.0,3.626625e-02,SLy,6.869034e+01,3.646527e+02,8.330504e-03,1.527793e+00,1.718858e+00,"0.000000e+00, 0.000000e+00, 0.000000e+00","7.582000e-02, 1.971000e-02, 6.950000e-03","1.680418e+02, 2.238927e+02, 2.890214e+02",1.222225e+00,1.338374e+00,"0.000000e+00, 0.000000e+00, 0.000000e+00","1.056100e-01, 2.984000e-02, 1.148000e-02","7.280753e+02, 1.660065e+03, 3.681248e+03",,,,,,,,,,,,,,,,,,,,,,,,BAM:0126:R0,4.261257e+02,"446.66, 564.20","167.461, 223.93, nan","732.1557, 1675.0, 3716.3",v1,,
BAM:0025:R01,G2_1.515_1.515_-0.10_-0.10_0.053_0.150,BNS,Bernuzzi:2013rza,SGRID,CRV,3.030652e+00,3.250000e+00,1.000000e+00,3.000125e+00,8.494720e+00,5.686609e+02,5.333580e-02,G2,1.832005e+02,9.770691e+02,NAN,1.515326e+00,1.625000e+00,"1.120113e-13, 2.431461e-14, -2.312804e-01","7.888000e-02, 2.336000e-02, 9.560000e-03","9.770691e+02, 2.951760e+03, 8.802133e+03",1.515326e+00,1.625000e+00,"1.120113e-13, 2.431461e-14, -2.312804e-01","7.888000e-02, 2.336000e-02, 9.560000e-03","9.770691e+02, 2.951760e+03, 8.802133e+03",bam_12.04,6,2,192,192,1.500000e-01,bitant,no,NAN,NAN,no,,Z4c,radiative,LLF,WENOZ,1.000000e-10,1.000000e+02,3.38043985043,RungeKutta4,1.75,,,,,,,,,,
BAM:0104:R01,SLy_1.351_1.351_0.11_0.11_0.0379_0.078,BNS,Dietrich:2017aum,SGRID,CRV,2.701216e+00,2.989214e+00,1.000000e+00,2.678899e+00,8.039139e+00,4.531481e+02,3.788165e-02,SLy,7.279475e+01,3.882387e+02,7.374461e-04,1.350608e+00,1.494607e+00,"4.588569e-12, 5.469848e-14, 1.926234e-01","9.307000e-02, 2.547000e-02, 9.470000e-03","3.882387e+02, 7.012941e+02, 1.229349e+03",1.350608e+00,1.494607e+00,"4.588569e-12, 5.469848e-14, 1.926234e-01","9.307000e-02, 2.547000e-02, 9.470000e-03","3.882387e+02, 7.012941e+02, 1.229349e+03",bam_14.07,7,4,480,192,7.833333e-02,bitant,no,NAN,NAN,no,,Z4c,background,HO_LLF,WENOZ,1.000000e-11,1.000000e+02,12.4036847856,RungeKutta4,1.75,,,,,,,,,,
THC:0086:R01,SFHo_1.065_1.772_0.00_0.00_0.050_M0_LK_0.167,BNS,Nedora:2020hxc,LORENE,Irrotational,2.8369999999999997,3.2167825477842342,1.67,2.811,7.409,573.472,0.050353278568126464,SFHo,68.88107749810712,1537.1404153728442,,1.065,1.17210679599361,"0,0,0","0.100028443831497,0.0273057006754691,0.0101891265464528","1588.346724913922,4885.064965592938,14669.697484326138",1.772,2.044675751790624,"0,0,0","0.05100018656913285,0.011918215200664014,0.003756988836402834","57.0280252081979,51.95183806184894,45.60103396140028",THC,7,,,,0.167,bitant,no,,,yes,LK,Z4c,flat,HLLE,MP5,1e-14,0.0,4.158467772146386,RK3,,M0,,,,,,,,,
BAM:0002:R01,2H_1.350_1.350_0.00_0.00_0.038_0.285,BNS,Bernuzzi:2014kca,LORENE,Irrotational,2.699957e+00,2.909638e+00,1.000000e+00,2.677634e+00,7.671668e+00,4.546124e+02,3.798635e-02,2H,4.361059e+02,2.325898e+03,9.810241e-03,1.349979e+00,1.454819e+00,"0, 0, 0","1.342900e-01, 4.074000e-02, 1.692700e-02","2.325898e+03, 8.231015e+03, 2.849507e+04",1.349979e+00,1.454819e+00,"0, 0, 0","1.342900e-01, 4.074000e-02, 1.692700e-02","2.325898e+03, 8.231015e+03, 2.849507e+04",bam_12.04,7,4,128,72,2.850000e-01,bitant,yes,128,56,no,,Z4c,background,LLF,WENOZ,1.000000e-11,1.000000e+02,8.04899068347,RungeKutta4,1.75,,,,,,,,,,
THC:0020:R01,LS220_1.365_1.250_0.00_0.00_0.053_0.125,BNS,Radice:2016rys Radice:2017lry,LORENE,Irrotational,2.615,2.84588,1.092,2.58838,6.62293,654.686,0.0529859769824,LS220,171.14805936171896,915.4916973923152,,1.365,1.49118,"0, 0, 0","0.10641, 0.03047, 0.01186","1119.4347306057841, 3063.1045512396095, 8138.025614346266",1.25,1.3547,"0, 0, 0","0.09601, 0.02685, 0.01021","635.6290719092689, 1411.4093337636343, 3043.8820100870157",THC,7,,,,0.125,bitant,no,,,yes,,Z4c,,HLLE,MP5,1.000000e-14,0.000000,3.559100e+00,RK3,,Leakage,,,,,,,,,
BAM:0106:R01,SLy_1.351_1.351_0.16_0.16_0.038_0.228,BNS,-,SGRID,CRV,2.702903e+00,2.989214e+00,1.000000e+00,2.680630e+00,8.197232e+00,4.537748e+02,3.795773e-02,SLy,7.279475e+01,3.882387e+02,8.567982e-03,1.351452e+00,1.494607e+00,"2.399666e-11, -1.011725e-13, 2.938863e-01","9.307000e-02, 2.547000e-02, 9.470000e-03","3.882387e+02, 7.012941e+02, 1.229349e+03",1.351452e+00,1.494607e+00,"2.399666e-11, -1.011725e-13, 2.938863e-01","9.307000e-02, 2.547000e-02, 9.470000e-03","3.882387e+02, 7.012941e+02, 1.229349e+03",bam_12.04,7,4,128,64,2.280000e-01,bitant,yes,128,56,no,,Z4c,background,LLF,WENOZ,1.000000e-11,1.000000e+02,12.1701249066,RungeKutta4,1.75,,,,,,,,,,
THC:0007:R01,BHBlp_1.440_1.390_0.00_0.00_0.059_0.125,BNS,Radice:2016rys Radice:2017lry,LORENE,Irrotational,2.83,3.10027,1.03597122302,2.79924,7.58863,675.312,0.0591489584927,BHBlp,121.92439717041388,650.2093726486123,,1.44,1.58001,"0, 0, 0","0.09481, 0.02519, 0.00909","587.3913919792003, 1206.6948812891649, 2404.922149825238",1.39,1.52026,"0, 0, 0","0.09772, 0.02615, 0.00951","719.3108541212575, 1594.5737485350219, 3431.3511130792795",THC,7,,,,0.125,bitant,no,,,yes,,Z4c,,HLLE,MP5,1.000000e-14,0.000000,2.810920e+00,RK3,,Leakage,,,,,,,,,
THC:0077:R01,BLh_1.482_1.259_0.00_0.00_0.048_M0_LK_0.167,BNS,Nedora:2020hxc,LORENE,Irrotational,2.7409999999999997,3.0339436679504628,1.177125e+00,2.716,7.409,566.164,0.04802943588797003,BLh,95.63684484852342,508.790020467566,,1.482,1.6541663799901989,"0,0,0","0.07762457802969566,0.02020778350360625,0.00715142072427544","292.5896706153969,482.77949092957607,773.5080172416175",1.259,1.3797772879602639,"0,0,0","0.094284181665427,0.025690580719668215,0.009538529574205503","847.4119866048554,2071.8508799018296,4930.225387523013",THC,7,,,,0.167,bitant,no,,,yes,LK,Z4c,flat,HLLE,MP5,1e-14,0.0,4.510851219883481,RK3,,M0,,,,,,,,,
Hyb:0002,SLy_1.350_1.350_0.00_0.00_0.0379,BNS,Dietrich:2017aum,SGRID,CRV,2.699996e+00,2.989214e+00,1.000000e+00,2.677791e+00,7.686024e+00,29.0,3.787960e-02,SLy,7.314570e+01,3.901104e+02,3.982698e-04,1.349998e+00,1.494607e+00,"0.000000e+00, 0.000000e+00, 0.000000e+00","9.317000e-02, 2.551000e-02, 9.490000e-03","3.901104e+02, 7.060784e+02, 1.240257e+03",1.349998e+00,1.494607e+00,"0.000000e+00, 0.000000e+00, 0.000000e+00","9.317000e-02, 2.551000e-02, 9.490000e-03","3.901104e+02, 7.060784e+02, 1.240257e+03",,,,,,,,,,,,,,,,,,,,,,,,BAM:0095:R01,4.533283e+02,"454.77, 646.25","392.14, 710.370, 1248.6","392.14, 710.370, 1248.6",v1,,
BAM:0043:R01,H4_1.375_1.375_0.10_-0.10_0.0349_0.167,BNS,Dietrich:2016lyp,SGRID,CRV,2.750880e+00,2.997056e+00,1.000000e+00,2.729067e+00,8.098382e+00,4.095369e+02,3.486535e-02,H4,1.862001e+02,9.930671e+02,1.283487e-02,1.375440e+00,1.498528e+00,"-2.563058e-12, 5.232204e-15, 1.892327e-01","1.127400e-01, 3.272000e-02, 1.294000e-02","9.930671e+02, 2.565314e+03, 6.450008e+03",1.375440e+00,1.498528e+00,"-2.563058e-12, 5.232204e-15, -1.892327e-01","1.127400e-01, 3.272000e-02, 1.294000e-02","9.930671e+02, 2.565314e+03, 6.450008e+03",bam_14.07,7,4,192,108,1.666667e-01,bitant,yes,192,96,yes,,Z4c,background,LLF,WENOZ,1.000000e-11,1.000000e+02,11.7383057151,RungeKutta4,1.75,,,,,,,,,,
THC:0061:R01,BLQ_1.482_1.259_0.00_0.00_0.048_M0_0.125,BNS,Prakash:2021wpz,LORENE,Irrotational,2.7409999999999997,3.022613419521015,1.177,2.7156,7.4088,283.082,0.04802943588797003,BLQ,93.41858843826682,496.97968805606,,1.482,1.6480624503154544,"0,0,0","0.07720719437227637,0.02007541013348925,0.00709620451847731","285.224294185127,466.3061746287299,740.2575138571196",1.259,1.3745509692055606,"0,0,0","0.09391602638880851,0.025566023506438103,0.009483962568776292","828.700807675776,2009.3285603352074,4742.193702119289",THC,7,,,,0.125,bitant,no,,,yes,none,Z4c,flat,HLLE,MP5,1e-14,0.0,4.727025901560247,RK3,,M0,,,,,,,,,
BAM:0042:R01,H4_1.375_1.375_0.00_0.00_0.0348_0.167,BNS,-,SGRID,CRV,2.750013e+00,2.997056e+00,1.000000e+00,2.728211e+00,8.093357e+00,4.094457e+02,3.484660e-02,H4,1.862001e+02,9.930671e+02,1.256216e-02,1.375006e+00,1.498528e+00,"0.000000e+00, 0.000000e+00, 0.000000e+00","1.127400e-01, 3.272000e-02, 1.294000e-02","9.930671e+02, 2.565314e+03, 6.450008e+03",1.375006e+00,1.498528e+00,"0.000000e+00, 0.000000e+00, 0.000000e+00","1.127400e-01, 3.272000e-02, 1.294000e-02","9.930671e+02, 2.565314e+03, 6.450008e+03",bam_14.07,7,4,192,108,1.666667e-01,bitant,yes,192,96,yes,,Z4c,background,LLF,WENOZ,1.000000e-11,1.000000e+02,11.9514062261,RungeKutta4,1.75,,,,,,,,,,
BAM:0076:R01,MS1b_1.381_1.381_0.00_0.00_0.0139_0.191_ecc_0.64,,-,SGRID,CRV,2.761651e+00,3.008000e+00,1,2.747100e+00,7.793692e+00,1.626820e+02,1.390393e-02,MS1b,2.543553e+02,1.356562e+03,,1.380825e+00,1.504000e+00,"0.000000e+00, 0.000000e+00, 0.000000e+00","1.313300e-01, 3.883000e-02, 1.558000e-02","1.356562e+03, 3.804870e+03, 1.034448e+04",1.380825e+00,1.504000e+00,"0.000000e+00, 0.000000e+00, 0.000000e+00","1.313300e-01, 3.883000e-02, 1.558000e-02","1.356562e+03, 3.804870e+03, 1.034448e+04",bam_14.07,9,3,192,96,1.909479e-01,bitant,no,NAN,NAN,yes,,Z4c,radiative,LLF,WENOZ,1.000000e-14,1.000000e+02,0.5,RungeKutta4,1.75,,,,,,,,,,6.409641e-01
BAM:0031:R01,G2k123_1.515_1.515_-0.10_-0.10_0.053_0.150,BNS,Bernuzzi:2013rza,SGRID,CRV,3.030652e+00,3.250000e+00,1.000000e+00,3.000125e+00,8.494720e+00,5.686609e+02,5.333580e-02,G2k123,1.832005e+02,9.770691e+02,NAN,1.515326e+00,1.625000e+00,"1.120113e-13, 2.431461e-14, -2.312804e-01","7.888000e-02, 2.336000e-02, 9.560000e-03","9.770691e+02, 2.951760e+03, 8.802133e+03",1.515326e+00,1.625000e+00,"1.120113e-13, 2.431461e-14, -2.312804e-01","7.888000e-02, 2.336000e-02, 9.560000e-03","9.770691e+02, 2.951760e+03, 8.802133e+03",bam_12.04,6,2,192,192,1.500000e-01,bitant,no,NAN,NAN,no,,Z4c,radiative,LLF,WENOZ,1.000000e-10,1.000000e+02,3.29104968086,RungeKutta4,1.75,,,,,,,,,,
THC:0029:R01,MS1b_1.350_1.350_0.00_0.00_0.038_0.100,BNS,Radice:2016gym,LORENE,Irrotational,2.7,2.935077189,1.0,2.677693155,7.665179789,454.6036815,0.0379885670418,MS1b,289.6729,1531.533,,1.35,1.467538595,"0, 0, 0","0.13376, 0.03975, 0.01603","1531.533, 4499.079, 12810.87",1.35,1.467538595,"0, 0, 0","0.13376, 0.03975, 0.01603","1531.533, 4499.079, 12810.87",THC,7,,,,0.1,bitant,no,,,yes,,Z4c,,RF,MP5,1.000000e-10,0.000100,8.194061e+00,RK3,1.75,,,,,,,,,,
THC:0106:R01,BLh_1.500_1.500_0.00_0.00_0.064_M0_0.125,BNS,Prakash:2021wpz,LORENE,Irrotational,3.0,3.353676314281072,1.0,2.9672,8.37182,344.504,0.06397373669876204,BLh,50.405451331786225,268.82907376952653,,1.5,1.676838157140536,"0,0,0","0.07621249070016708,0.019756023713232377,0.0069601747515614315","268.82907376952653,430.1264513206952,668.0904316407858",1.5,1.676838157140536,"0,0,0","0.07621249070016708,0.019756023713232377,0.0069601747515614315","268.82907376952653,430.1264513206952,668.0904316407858",THC,7,,,,0.125,bitant,no,,,yes,none,Z4c,flat,HLLE,MP5,1e-14,0.0,2.8159143443350927,RK3,,M0,,,,,,,,,
BAM:0136:R01,SLy_1.620_1.080_0.00_0.00_0.0322_0.062,BNS,Ujevic:2022qle,SGRID,CRV,2.700143e+00,3.007679e+00,1.500003e+00,2.680904e+00,7.703478e+00,3.857073e+02,3.223102e-02,SLy,8.538573e+01,4.494417e+02,3.133885e-04,1.620087e+00,1.838830e+00,"0.000000e+00, 0.000000e+00, 0.000000e+00","6.712829e-02, 1.695042e-02, 5.792502e-03","1.077276e+02, 1.225285e+02, 1.347193e+02",1.080056e+00,1.168849e+00,"0.000000e+00, 0.000000e+00, 0.000000e+00","1.187690e-01, 3.508957e-02, 1.398309e-02","1.489408e+03, 4.511069e+03, 1.316338e+04",,7,4,0,256,6.225000e-02,box bitant,no,,,yes,,Z4c,background radcentered,HO_LLF,WENOZ,1.000000e-12,1.000000e+02,15.680499,RungeKutta4,1.75,,,,,,,,,,
BAM:0057:R01,H4_1.750_1.000_0.00_0.00_0.035_0.167,BNS,Dietrich:2016hky,SGRID,CRV,2.750037e+00,3.024056e+00,1.750019e+00,2.730038e+00,7.531064e+00,4.109375e+02,3.497387e-02,H4,2.286885e+02,1.194476e+03,4.443927e-03,1.750030e+00,1.961476e+00,"0.000000e+00, 0.000000e+00, 0.000000e+00","7.357000e-02, 1.954000e-02, 7.020000e-03","1.735539e+02, 2.422246e+02, 3.266350e+02",1.000007e+00,1.062580e+00,"0.000000e+00, 0.000000e+00, 0.000000e+00","1.431000e-01, 4.418000e-02, 1.860000e-02","5.920898e+03, 3.020920e+04, 1.501289e+05",bam_14.07,7,4,192,108,1.666667e-01,bitant,yes,192,96,yes,,Z4c,background,LLF,WENOZ,1.000000e-11,1.000000e+02,12.0360050361,RungeKutta4,1.75,,,,,,,,,,
BAM:0152:R01,H4_1.737_1.263_0.00_0.00_0.025_R01,BNS,Schianchi:2024vvi,SGRID,CRV,3.000089,3.31078,1.37505145792167,2.971086,8.58404,547.9570565258844,0.05087566,H4,116.0996,613.0102654123167,0.016121031163395923,1.736921,1.94471,"0.0, 0.0, 0.0","0.07526181, 0.02009046, 0.007251023","185.54852662495648, 264.9063519891638, 365.2526523143364",1.263168,1.36607,"0.0, 0.0, 0.0","0.1227653, 0.03644226, 0.01473458","1643.8520403439422, 5135.393598780155, 15608.439883502439",BAM14,6,2,192,96,12.287999999999998,box bitant,no,,,yes,no,Z4c,background radcentered,HO_LLF,WENOZ,1e-11,100.0,4.307955365606362,RK4,1.75,no,,,,,,,,,
BAM:0132:R01,SLy_1.350_1.350_0.00_0.00_0.038_R01_xyz6.02_nxyz320_nmxyz160_l6_atm,BNS,Poudel:2020fte,Sgrid,Irrotational,2.700159067325692,2.9892140000237357,1.0,2.6777909556547823,7.686023862757812,453.300495181624,0.006029091484331269,SLy,73.12044289846916,389.97569545850223,1.3e-04,1.350079533662846,1.4946070000119915,"0, 0, 0","0.09316086, 0.02552146, 0.009499107","389.9756954585023, 706.1511777011566, 1240.8950056167919",1.350079533662846,1.4946070000117442,"0, 0, 0","0.09316086, 0.02552146, 0.009499107","389.9756954585023, 706.1511777011566, 1240.8950056167919",BAM,6,2,160,320,0.0940000000000000,,,,,,,,,HO_LLF,WENOZ,1e-11,1e2,,,,,,,,,,,,,
THC:0033:R01,SFHo_1.400_1.400_0.00_0.00_0.058_0.125,BNS,Radice:2016rys Radice:2017lry,LORENE,Irrotational,2.8,3.09312,1.0,2.7696,7.43612,671.38,0.0581811941059,SFHo,61.66888445047656,328.90071706920827,,1.4,1.54656,"0, 0, 0","0.0788, 0.02028, 0.0071","328.9007170692083, 558.8412995778499, 922.6410998540331",1.4,1.54656,"0, 0, 0","0.0788, 0.02028, 0.0071","328.9007170692083, 558.8412995778499, 922.6410998540331",THC,7,,,,0.125,bitant,no,,,yes,,Z4c,,HLLE,MP5,1.000000e-14,0.000000,3.437618e+00,RK3,,Leakage,,,,,,,,,
BAM:0113:R01,SLy_1.358_1.358_0.00_0.00_0.0110_0.109_ecc_0.55,BNS,-,SGRID,CRV,2.715174e+00,3.008000e+00,1,2.702408e+00,8.451380e+00,1.314137e+02,1.104251e-02,SLy,7.038804e+01,3.754029e+02,,1.357587e+00,1.504000e+00,"0.000000e+00, 0.000000e+00, 0.000000e+00","9.237000e-02, 2.523000e-02, 9.370000e-03","3.754029e+02, 6.697876e+02, 1.160605e+03",1.357587e+00,1.504000e+00,"0.000000e+00, 0.000000e+00, 0.000000e+00","9.237000e-02, 2.523000e-02, 9.370000e-03","3.754029e+02, 6.697876e+02, 1.160605e+03",bam_14.07,9,3,256,128,1.095000e-01,bitant,no,NAN,NAN,yes,,Z4c,radiative,LLF,WENOZ,1.000000e-14,1.000000e+02,11.5,RungeKutta4,1.75,,,,,,,,,,
THC:0085:R01,LS220_1.772_1.065_0.00_0.00_0.050_M0_LK_0.167,BNS,Nedora:2020hxc,LORENE,Irrotational,2.8369999999999997,3.5093072555844653,1.67,2.81,7.412,573.594,0.050363990686565226,LS220,43.801322138774125,232.66981514851196,,1.772,2.044023461286235,"0,0,0","0.056833924461358695,0.014127746822239414,0.0047478554946477165","83.38862444113428,90.08204413457382,93.97253677170518",1.065,1.46528379429823,"0,0,0","0.100339443206042,0.0283580456195352,0.0108960093182067","792.9608600009252,1910.0066819258504,4467.623278746387",THC,7,,,,0.167,bitant,no,,,yes,LK,Z4c,flat,HLLE,MP5,1e-14,0.0,3.5892593949800595,RK3,,M0,,,,,,,,,
THC:0013:R01,DD2_1.350_1.350_0.00_0.00_0.055_0.083,BNS,Radice:2016rys Radice:2017lry,LORENE,Irrotational,2.7,2.94554,1.0,2.67288,7.01514,663.58,0.0554514940011,DD2,159.0084296249798,848.0449579998918,,1.35,1.47277,"0, 0, 0","0.09996, 0.0269, 0.00984","848.0449579998921, 2001.0063178210328, 4584.234164607441",1.35,1.47277,"0, 0, 0","0.09996, 0.0269, 0.00984","848.0449579998921, 2001.0063178210328, 4584.234164607441",THC,7,,,,0.083333,bitant,no,,,yes,,Z4c,,HLLE,MP5,1.000000e-14,0.000000,3.071418e+00,RK3,,Leakage,,,,,,,,,
THC:0075:R01,SLy_1.527_1.795_0.00_0.00_0.063_M0_0.167,BNS,Camilletti:2022jms,LORENE,Irrotational,3.322,3.1463400000000004,1.18,3.285,10.238,608.966,0.06261074523671686,SLy,17.04444834181661,90.53529467734812,,1.527,1.44381,"0, 0, 0","0.06769019704959282, 0.0168500261110032, 0.005685450397674535","165.46895661623742, 219.5503468608374, 282.04161181187135",1.795,1.70253,"0, 0, 0","0.04591806705516891, 0.010510625372993377, 0.0032377395247279836","43.12973873769967, 35.89265441547746, 28.712742943340654",THC,7,,,,0.167,bitant,no,,,yes,,Z4c,flat,HLLE,MP5,1e-14,0.0,4.0,RK3,,M0,,,,,,,,,
THC:0009:R01,BHBlp_1.600_1.600_0.00_0.00_0.070_0.125,BNS,Radice:2016rys Radice:2017lry,LORENE,Irrotational,3.2,3.55584,1.0,3.16204,9.32398,703.514,0.0696753119846,BHBlp,58.69747476783458,313.0531987617845,,1.6,1.77792,"0, 0, 0","0.08488, 0.02195, 0.0077","313.0531987617846, 508.67326054989127, 800.8638356244079",1.6,1.77792,"0, 0, 0","0.08488, 0.02195, 0.0077","313.0531987617846, 508.67326054989127, 800.8638356244079",THC,7,,,,0.125,bitant,no,,,yes,,Z4c,,HLLE,MP5,1.000000e-14,0.000000,1.933426e+00,RK3,,Leakage,,,,,,,,,
THC:0080:R01,LS220_1.364_1.364_0.00_0.00_0.048_LK_0.167,BNS,Nedora:2020hxc,LORENE,Irrotational,2.728,3.0391792669797315,1.0,2.703,7.398,564.95,0.04769914322758236,LS220,119.76062511866614,638.7233339662195,,1.364,1.5195896334898658,"0,0,0","0.09610390146173745,0.026885048539697164,0.01022255991790212","638.7233339662193,1420.94671705193,3068.9781880590344",1.364,1.5195896334898658,"0,0,0","0.09610390146173745,0.026885048539697164,0.01022255991790212","638.7233339662193,1420.94671705193,3068.9781880590344",THC,7,,,,0.167,bitant,no,,,yes,LK,Z4c,flat,HLLE,MP5,1e-14,0.0,4.15940768464479,RK3,,,,,,,,,,,
BAM:0019:R01,ALF2_1.651_1.100_0.11_0.00_0.0355_0.167,BNS,Dietrich:2016lyp,SGRID,CRV,2.750941e+00,3.051927e+00,1.500818e+00,2.729404e+00,7.959943e+00,4.174703e+02,3.554154e-02,ALF2,1.320770e+02,6.967304e+02,2.101486e-02,1.650924e+00,1.862057e+00,"3.684728e-11, 5.865895e-14, 2.919347e-01","8.685000e-02, 2.332000e-02, 8.410000e-03","1.952396e+02, 2.702168e+02, 3.587877e+02",1.100016e+00,1.189870e+00,"0.000000e+00, 0.000000e+00, 0.000000e+00","1.439300e-01, 4.287000e-02, 1.729000e-02","2.209371e+03, 7.314491e+03, 2.342130e+04",bam_14.07,7,4,192,96,1.666667e-01,bitant,yes,192,96,yes,,Z4c,background,LLF,WENOZ,1.000000e-11,1.000000e+02,11.4920691448,RungeKutta4,1.75,,,,,,,,,,
BAM:0117:R01,SLy_1.358_1.358_0.18_0.18_0.0111_0.109_ecc_0.54,BNS,-,SGRID,CRV,2.716194e+00,3.008000e+00,1,2.703281e+00,8.847800e+00,1.322911e+02,1.112041e-02,SLy,7.038804e+01,3.754029e+02,,1.358097e+00,1.504000e+00,"0.000000e+00, 0.000000e+00, 1.767024e-01","9.237000e-02, 2.523000e-02, 9.370000e-03","3.754029e+02, 6.697876e+02, 1.160605e+03",1.358097e+00,1.504000e+00,"0.000000e+00, 0.000000e+00, 1.767024e-01","9.237000e-02, 2.523000e-02, 9.370000e-03","3.754029e+02, 6.697876e+02, 1.160605e+03",bam_14.07,9,3,256,128,1.095000e-01,bitant,no,NAN,NAN,yes,,Z4c,radiative,LLF,WENOZ,1.000000e-14,1.000000e+02,12.5,RungeKutta4,1.75,,,,,,,,,,
BAM:0052:R01,H4_1.600_1.600_0.00_0.00_0.0433_0.167,BNS,-,SGRID,CRV,3.200046e+00,3.544850e+00,1.000000e+00,3.171109e+00,1.038418e+01,4.375196e+02,4.332945e-02,H4,6.732979e+01,3.590922e+02,1.424902e-02,1.600023e+00,1.772425e+00,"0.000000e+00, 0.000000e+00, 0.000000e+00","9.001000e-02, 2.498000e-02, 9.330000e-03","3.590922e+02, 6.461603e+02, 1.117723e+03",1.600023e+00,1.772425e+00,"0.000000e+00, 0.000000e+00, 0.000000e+00","9.001000e-02, 2.498000e-02, 9.330000e-03","3.590922e+02, 6.461603e+02, 1.117723e+03",bam_14.07,7,4,240,108,1.666667e-01,bitant,no,NAN,NAN,yes,,Z4c,background,LLF,WENOZ,1.000000e-11,1.000000e+02,8.72411799432,RungeKutta4,1.75,,,,,,,,,,
BAM:0103:R01,SLy_1.351_1.351_0.00_0.00_0.052_0.183_camr,BNS,Dietrich:2015iva,LORENE,Irrotational,2.701774e+00,2.991432e+00,1.000000e+00,2.674886e+00,7.147569e+00,6.191768e+02,5.177178e-02,SLy,7.279475e+01,3.882387e+02,NAN,1.350887e+00,1.495716e+00,"0, 0, 0","9.307000e-02, 2.547000e-02, 9.470000e-03","3.882387e+02, 7.012941e+02, 1.229349e+03",1.350887e+00,1.495716e+00,"0, 0, 0","9.307000e-02, 2.547000e-02, 9.470000e-03","3.882387e+02, 7.012941e+02, 1.229349e+03",bam_14.07,7,4,160,80,1.824000e-01,bitant,yes,160,70,yes,,Z4c,background,LLF,WENOZ,1.000000e-11,1.000000e+02,6.85782495556,RungeKutta4,1.75,,,,,,,,,,
